vector_id,book_number,chapter_number,book_title,chapter_title,cluster_id,cluster_label,pub_year,cited_year,snippet
1276,2,2,Tacit and Explicit Understanding in Computer Suppo,CHAPTER 1. OVERVIEW,14,HERMES Language Design and Features,2010,1993,"uent terms, and of the  representations being analyzed.  *  Named perspectives (Stahl, 1993b) organize and manage alternative sets of  information relevant to d"
1276,2,2,Tacit and Explicit Understanding in Computer Suppo,CHAPTER 1. OVERVIEW,14,HERMES Language Design and Features,2010,1993,"tuent terms, and of the  representations being analyzed.  *  Named perspectives (Stahl, 1993b) organize and manage alternative sets of  information relevant to"
1277,2,2,Tacit and Explicit Understanding in Computer Suppo,CHAPTER 1. OVERVIEW,14,HERMES Language Design and Features,2010,1993,"representations being analyzed.  *  Named perspectives (Stahl, 1993b) organize and manage alternative sets of  information relevant to d"
1277,2,2,Tacit and Explicit Understanding in Computer Suppo,CHAPTER 1. OVERVIEW,14,HERMES Language Design and Features,2010,1993,"representations being analyzed.  *  Named perspectives (Stahl, 1993b) organize and manage alternative sets of  information relevant to"
1853,2,6,Tacit and Explicit Understanding in Computer Suppo,CHAPTER 4. HEIDEGGER’S PHILOSOPHY OF INTERPRETATION,18,"Marx, Heidegger, and Historical Ontology",2010,1975,"icing image, given Heidegger’s  argument. But one must ask—as do Adorno (1964), Stahl (1975b), Habermas  (1985), Lefebvre (1991), Bourdieu (1991) and others—if"
1874,2,6,Tacit and Explicit Understanding in Computer Suppo,CHAPTER 4. HEIDEGGER’S PHILOSOPHY OF INTERPRETATION,0,Heidegger's Philosophy of Understanding and Being,2010,1975,"t Heidegger developed  from this was a questionable move (see Adorno, 1964, and Stahl, 1975b), that he  dropped in his subsequent writings. In fact, his later t"
1874,2,6,Tacit and Explicit Understanding in Computer Suppo,CHAPTER 4. HEIDEGGER’S PHILOSOPHY OF INTERPRETATION,0,Heidegger's Philosophy of Understanding and Being,2010,1975,"at Heidegger developed  from this was a questionable move (see Adorno, 1964, and Stahl, 1975b), that he  dropped in his subsequent writings. In fact, his later"
1881,2,6,Tacit and Explicit Understanding in Computer Suppo,CHAPTER 4. HEIDEGGER’S PHILOSOPHY OF INTERPRETATION,0,Heidegger's Philosophy of Understanding and Being,2010,1975,"possible to propose a materialist critique of this  view (see Adorno, 1966, and Stahl, 1975a) one cannot simply reduce  Heidegger’s radical rethinking to common"
1881,2,6,Tacit and Explicit Understanding in Computer Suppo,CHAPTER 4. HEIDEGGER’S PHILOSOPHY OF INTERPRETATION,0,Heidegger's Philosophy of Understanding and Being,2010,1975,"possible to propose a materialist critique of this  view (see Adorno, 1966, and Stahl, 1975a) one cannot simply reduce  Heidegger’s radical rethinking to commo"
1882,2,6,Tacit and Explicit Understanding in Computer Suppo,CHAPTER 4. HEIDEGGER’S PHILOSOPHY OF INTERPRETATION,0,Heidegger's Philosophy of Understanding and Being,2010,1976,ws; others are the results of thousands of years of cultural history.    12 See Stahl (1976) for a development of the metaphor of attunement to being.         T
2115,2,7,Tacit and Explicit Understanding in Computer Suppo,CHAPTER 5. GROUNDING EXPLICIT DESIGN KNOWLEDGE,18,"Marx, Heidegger, and Historical Ontology",2010,1975,"ing within that society in  order to avoid ideological conceptualizations. (See Stahl, 1975a, for a detailed  discussion of the hermeneutic character of Marx’ m"
2115,2,7,Tacit and Explicit Understanding in Computer Suppo,CHAPTER 5. GROUNDING EXPLICIT DESIGN KNOWLEDGE,18,"Marx, Heidegger, and Historical Ontology",2010,1975,"ving within that society in  order to avoid ideological conceptualizations. (See Stahl, 1975a, for a detailed  discussion of the hermeneutic character of Marx’"
2389,2,9,Tacit and Explicit Understanding in Computer Suppo,CHAPTER 7. RELATED COMPUTER SYSTEMS FOR DESIGN,14,HERMES Language Design and Features,2010,1992,s a door or whether the window area is at least 10 percent of the  floor space. Stahl (1992) proposes to tackle problems of this kind by  formulating critic rul
3756,3,3,Group Cognition: Computer Support for Building Col,"Share Globally, Adapt Locally",5,Perspectives and Knowledge Construction Systems,1995,1993,"Fischer et al., 1998; Repenning & Sumner, 1995; Stahl, McCall, &  Peper, 1992; Stahl, 1993). A software design environment provides a flexible  workspace for t"
3756,3,3,Group Cognition: Computer Support for Building Col,"Share Globally, Adapt Locally",5,Perspectives and Knowledge Construction Systems,1995,1993,"; Fischer et al., 1998; Repenning & Sumner, 1995; Stahl, McCall, &  Peper, 1992; Stahl, 1993). A software design environment provides a flexible  workspace for"
4090,3,6,Group Cognition: Computer Support for Building Col,Supporting Situated Interpretation,10,Representing Tacit Knowledge in Design Systems,1993,1993,"nistration—the US  space agency), I videotaped thirty hours of design sessions (Stahl, 1993). The specified  task was to accommodate four astronauts for 45 days"
4090,3,6,Group Cognition: Computer Support for Building Col,Supporting Situated Interpretation,10,Representing Tacit Knowledge in Design Systems,1993,1993,"inistration—the US  space agency), I videotaped thirty hours of design sessions (Stahl, 1993). The specified  task was to accommodate four astronauts for 45 day"
4098,3,6,Group Cognition: Computer Support for Building Col,Supporting Situated Interpretation,10,Representing Tacit Knowledge in Design Systems,1993,1975,"gnificance  in terms of which each part of the situation is already meaningful (Stahl, 1975a). That  is, the architect has tacit knowledge of the situation as a"
4098,3,6,Group Cognition: Computer Support for Building Col,Supporting Situated Interpretation,10,Representing Tacit Knowledge in Design Systems,1993,1975,"ignificance  in terms of which each part of the situation is already meaningful (Stahl, 1975a). That  is, the architect has tacit knowledge of the situation as"
4113,3,6,Group Cognition: Computer Support for Building Col,Supporting Situated Interpretation,10,Representing Tacit Knowledge in Design Systems,1993,1993,", 1993), (b) alternative sets of informa- tion organized in named perspectives (Stahl, 1993), and (c) hypermedia computations  expressed in language terms (Stah"
4113,3,6,Group Cognition: Computer Support for Building Col,Supporting Situated Interpretation,10,Representing Tacit Knowledge in Design Systems,1993,1992,"es (Stahl, 1993), and (c) hypermedia computations  expressed in language terms (Stahl et al., 1992). In each of these cases, the hidden  complexities can be mad"
4113,3,6,Group Cognition: Computer Support for Building Col,Supporting Situated Interpretation,10,Representing Tacit Knowledge in Design Systems,1993,1993,"., 1993), (b) alternative sets of informa- tion organized in named perspectives (Stahl, 1993), and (c) hypermedia computations  expressed in language terms (Sta"
4113,3,6,Group Cognition: Computer Support for Building Col,Supporting Situated Interpretation,10,Representing Tacit Knowledge in Design Systems,1993,1992,"ves (Stahl, 1993), and (c) hypermedia computations  expressed in language terms (Stahl et al., 1992). In each of these cases, the hidden  complexities can be ma"
4182,3,7,Group Cognition: Computer Support for Building Col,Collaboration Technology for Communities,11,Group Cognition in Collaborative Learning,1998,1993,"Cycles of design, computer support and organizational learning.  Adapted from (Stahl, 1993).  Group Cognition      109  collaborative articulation of shared pe"
4182,3,7,Group Cognition: Computer Support for Building Col,Collaboration Technology for Communities,11,Group Cognition in Collaborative Learning,1998,1993,". Cycles of design, computer support and organizational learning.  Adapted from (Stahl, 1993).  Group Cognition      109  collaborative articulation of shared p"
4183,3,7,Group Cognition: Computer Support for Building Col,Collaboration Technology for Communities,5,Perspectives and Knowledge Construction Systems,1998,1993,"Adapted from (Stahl, 1993).  Group Cognition      109  collaborative articulation of shared pe"
4183,3,7,Group Cognition: Computer Support for Building Col,Collaboration Technology for Communities,5,Perspectives and Knowledge Construction Systems,1998,1993,"Adapted from (Stahl, 1993).  Group Cognition      109  collaborative articulation of shared p"
4221,3,7,Group Cognition: Computer Support for Building Col,Collaboration Technology for Communities,5,Perspectives and Knowledge Construction Systems,1998,1993,"r  users by encapsulating the derived human intentionality of their developers (Stahl,  1993). In this light, we saw the emergence of the Web as offering an ena"
4221,3,7,Group Cognition: Computer Support for Building Col,Collaboration Technology for Communities,5,Perspectives and Knowledge Construction Systems,1998,1993,"ir  users by encapsulating the derived human intentionality of their developers (Stahl,  1993). In this light, we saw the emergence of the Web as offering an en"
4298,3,8,Group Cognition: Computer Support for Building Col,Perspectives on Collaborative Learning,5,Perspectives and Knowledge Construction Systems,2001,1995,"positories to people based on their preferred  perspectives on the information (Stahl, 1995, 1996). For instance, designers often  critique an evolving design a"
4298,3,8,Group Cognition: Computer Support for Building Col,Perspectives on Collaborative Learning,5,Perspectives and Knowledge Construction Systems,2001,1995,"epositories to people based on their preferred  perspectives on the information (Stahl, 1995, 1996). For instance, designers often  critique an evolving design"
4302,3,8,Group Cognition: Computer Support for Building Col,Perspectives on Collaborative Learning,5,Perspectives and Knowledge Construction Systems,2001,1998,"n the year prior to the  implementation of WebGuide (dePaula, 1998; Koschmann & Stahl, 1998). However,  I believe that perspectives-based software addresses or"
4302,3,8,Group Cognition: Computer Support for Building Col,Perspectives on Collaborative Learning,5,Perspectives and Knowledge Construction Systems,2001,1998,"in the year prior to the  implementation of WebGuide (dePaula, 1998; Koschmann & Stahl, 1998). However,  I believe that perspectives-based software addresses or"
4345,3,8,Group Cognition: Computer Support for Building Col,Perspectives on Collaborative Learning,5,Perspectives and Knowledge Construction Systems,2001,2004,"rae, 1968-69, bronze,  Hirschhorn Sculpture Garden, Washington, DC. Photo by G. Stahl, 2004.  Group Cognition      140  8. Issues for Mediation  We conclude thi"
4356,3,8,Group Cognition: Computer Support for Building Col,Perspectives on Collaborative Learning,5,Perspectives and Knowledge Construction Systems,2001,1998,"ve learning has to do with structuring social practices (Koschmann,  Ostwald, & Stahl, 1998). Practice, in the sense of Bourdieu’s concept of habitus  (Bourdieu"
4356,3,8,Group Cognition: Computer Support for Building Col,Perspectives on Collaborative Learning,5,Perspectives and Knowledge Construction Systems,2001,1998,"ive learning has to do with structuring social practices (Koschmann,  Ostwald, & Stahl, 1998). Practice, in the sense of Bourdieu’s concept of habitus  (Bourdie"
4392,3,8,Group Cognition: Computer Support for Building Col,Perspectives on Collaborative Learning,5,Perspectives and Knowledge Construction Systems,2001,1975,"pectives  goes back to a former life when I studied Heidegger and hermeneutics (Stahl, 1975a),  as well as to my more recent computer science dissertation (Stah"
4392,3,8,Group Cognition: Computer Support for Building Col,Perspectives on Collaborative Learning,5,Perspectives and Knowledge Construction Systems,2001,1993,"cs (Stahl, 1975a),  as well as to my more recent computer science dissertation (Stahl, 1993) that argued  for this kind of software perspectives mechanism—warra"
4392,3,8,Group Cognition: Computer Support for Building Col,Perspectives on Collaborative Learning,5,Perspectives and Knowledge Construction Systems,2001,1975,"spectives  goes back to a former life when I studied Heidegger and hermeneutics (Stahl, 1975a),  as well as to my more recent computer science dissertation (Sta"
4392,3,8,Group Cognition: Computer Support for Building Col,Perspectives on Collaborative Learning,5,Perspectives and Knowledge Construction Systems,2001,1993,"ics (Stahl, 1975a),  as well as to my more recent computer science dissertation (Stahl, 1993) that argued  for this kind of software perspectives mechanism—warr"
4403,3,8,Group Cognition: Computer Support for Building Col,Perspectives on Collaborative Learning,5,Perspectives and Knowledge Construction Systems,2001,2001,"s typical not only of JIME and WebGuide, but of  groupware in general (Lenell & Stahl, 2001). These are the pressing issues that need  to be discussed at this s"
4403,3,8,Group Cognition: Computer Support for Building Col,Perspectives on Collaborative Learning,5,Perspectives and Knowledge Construction Systems,2001,2001,"is typical not only of JIME and WebGuide, but of  groupware in general (Lenell & Stahl, 2001). These are the pressing issues that need  to be discussed at this"
4587,3,9,Group Cognition: Computer Support for Building Col,Groupware Goes to School,5,Perspectives and Knowledge Construction Systems,2004,1999,"ynergeia is based on the idea of intertwining  personal and group perspectives (Stahl & Herrmann, 1999). All knowledge involves  interpretation from specific pe"
4587,3,9,Group Cognition: Computer Support for Building Col,Groupware Goes to School,5,Perspectives and Knowledge Construction Systems,2004,1999,"Synergeia is based on the idea of intertwining  personal and group perspectives (Stahl & Herrmann, 1999). All knowledge involves  interpretation from specific p"
4588,3,9,Group Cognition: Computer Support for Building Col,Groupware Goes to School,11,Group Cognition in Collaborative Learning,2004,1999,"personal and group perspectives (Stahl & Herrmann, 1999). All knowledge involves  interpretation from specific pe"
4588,3,9,Group Cognition: Computer Support for Building Col,Groupware Goes to School,11,Group Cognition in Collaborative Learning,2004,1999,"personal and group perspectives (Stahl & Herrmann, 1999). All knowledge involves  interpretation from specific p"
4593,3,9,Group Cognition: Computer Support for Building Col,Groupware Goes to School,5,Perspectives and Knowledge Construction Systems,2004,1999,"tion, such as in Herrmann’s or Wulf’s model (Herrmann, Wulf, &  Hartmann, 1996; Stahl & Herrmann, 1999; Wulf, Pipek, & Pfeifer, 2001), commenting"
4593,3,9,Group Cognition: Computer Support for Building Col,Groupware Goes to School,5,Perspectives and Knowledge Construction Systems,2004,1999,"ation, such as in Herrmann’s or Wulf’s model (Herrmann, Wulf, &  Hartmann, 1996; Stahl & Herrmann, 1999; Wulf, Pipek, & Pfeifer, 2001), commenting"
4594,3,9,Group Cognition: Computer Support for Building Col,Groupware Goes to School,11,Group Cognition in Collaborative Learning,2004,1999,"tion, such as in Herrmann’s or Wulf’s model (Herrmann, Wulf, &  Hartmann, 1996; Stahl & Herrmann, 1999; Wulf, Pipek, & Pfeifer, 2001), commenting  on one’s voti"
4594,3,9,Group Cognition: Computer Support for Building Col,Groupware Goes to School,11,Group Cognition in Collaborative Learning,2004,1999,"ation, such as in Herrmann’s or Wulf’s model (Herrmann, Wulf, &  Hartmann, 1996; Stahl & Herrmann, 1999; Wulf, Pipek, & Pfeifer, 2001), commenting  on one’s vot"
4686,3,10,Group Cognition: Computer Support for Building Col,Knowledge Negotiation Online,5,Perspectives and Knowledge Construction Systems,2003,1998,"tter under consideration.  2.2. Negotiation as Approval of Decisions  Herrmann (Stahl & Herrmann, 1998) proposed a notion of negotiation that goes  significantl"
4686,3,10,Group Cognition: Computer Support for Building Col,Knowledge Negotiation Online,5,Perspectives and Knowledge Construction Systems,2003,1998,"atter under consideration.  2.2. Negotiation as Approval of Decisions  Herrmann (Stahl & Herrmann, 1998) proposed a notion of negotiation that goes  significant"
4691,3,10,Group Cognition: Computer Support for Building Col,Knowledge Negotiation Online,5,Perspectives and Knowledge Construction Systems,2003,1999,"ithin different professional or personal perspectives.  Stahl & Herrmann (1998; Stahl & Herrmann, 1999) proposed an approach to  integrating Herrmann’s negotiat"
4691,3,10,Group Cognition: Computer Support for Building Col,Knowledge Negotiation Online,5,Perspectives and Knowledge Construction Systems,2003,1999,"within different professional or personal perspectives.  Stahl & Herrmann (1998; Stahl & Herrmann, 1999) proposed an approach to  integrating Herrmann’s negotia"
4692,3,10,Group Cognition: Computer Support for Building Col,Knowledge Negotiation Online,11,Group Cognition in Collaborative Learning,2003,1999,"s limitation of WebGuide at the 1999 CSCL, Group and WebNet  conferences (e.g., Stahl & Herrmann, 1999). The delay in implementing negotiation"
4692,3,10,Group Cognition: Computer Support for Building Col,Knowledge Negotiation Online,11,Group Cognition in Collaborative Learning,2003,1999,"us limitation of WebGuide at the 1999 CSCL, Group and WebNet  conferences (e.g., Stahl & Herrmann, 1999). The delay in implementing negotiation"
4693,3,10,Group Cognition: Computer Support for Building Col,Knowledge Negotiation Online,1,Group Processes and Collaborative Knowledge Building,2003,1999,"s limitation of WebGuide at the 1999 CSCL, Group and WebNet  conferences (e.g., Stahl & Herrmann, 1999). The delay in implementing negotiation  support in WebGu"
4693,3,10,Group Cognition: Computer Support for Building Col,Knowledge Negotiation Online,1,Group Processes and Collaborative Knowledge Building,2003,1999,"us limitation of WebGuide at the 1999 CSCL, Group and WebNet  conferences (e.g., Stahl & Herrmann, 1999). The delay in implementing negotiation  support in WebG"
4844,3,12,Group Cognition: Computer Support for Building Col,A Model of Collaborative Knowledge Building,5,Perspectives and Knowledge Construction Systems,2000,1993,"even more formalized for computer  support than for interpersonal interaction (Stahl, 1993).    Table 9-1. Forms of computer support for phases of knowledge bu"
4844,3,12,Group Cognition: Computer Support for Building Col,A Model of Collaborative Knowledge Building,5,Perspectives and Knowledge Construction Systems,2000,1993,"e even more formalized for computer  support than for interpersonal interaction (Stahl, 1993).    Table 9-1. Forms of computer support for phases of knowledge b"
4845,3,12,Group Cognition: Computer Support for Building Col,A Model of Collaborative Knowledge Building,5,Perspectives and Knowledge Construction Systems,2000,1993,"support than for interpersonal interaction (Stahl, 1993).    Table 9-1. Forms of computer support for phases of knowledge bu"
4845,3,12,Group Cognition: Computer Support for Building Col,A Model of Collaborative Knowledge Building,5,Perspectives and Knowledge Construction Systems,2000,1993,"support than for interpersonal interaction (Stahl, 1993).    Table 9-1. Forms of computer support for phases of knowledge b"
4850,3,12,Group Cognition: Computer Support for Building Col,A Model of Collaborative Knowledge Building,11,Group Cognition in Collaborative Learning,2000,1999,"glossary as a particular display of information  from the glossary discussion (Stahl & Herrmann, 1999).  h) Perhaps the most delicate phase of knowledge buildi"
4850,3,12,Group Cognition: Computer Support for Building Col,A Model of Collaborative Knowledge Building,11,Group Cognition in Collaborative Learning,2000,1999,"e glossary as a particular display of information  from the glossary discussion (Stahl & Herrmann, 1999).  h) Perhaps the most delicate phase of knowledge build"
5039,3,14,Group Cognition: Computer Support for Building Col,Contributions to a Theory of Collaboration,5,Perspectives and Knowledge Construction Systems,2002,2001,"y looking at how  students learned about a simpler digital artifact, SimRocket (Stahl & Sanusi, 2001)— and that led me to a growing fascination with conversatio"
5039,3,14,Group Cognition: Computer Support for Building Col,Contributions to a Theory of Collaboration,5,Perspectives and Knowledge Construction Systems,2002,2001,"by looking at how  students learned about a simpler digital artifact, SimRocket (Stahl & Sanusi, 2001)— and that led me to a growing fascination with conversati"
5323,3,17,Group Cognition: Computer Support for Building Col,Introduction to Part III: Studies of Collaboration Theory,0,Heidegger's Philosophy of Understanding and Being,2006,1975,"rtesian tradition was  carried out by Heidegger. In my philosophy publications (Stahl, 1975a, 1975b, 1976),  I note that the root of Heidegger’s tragic politica"
5323,3,17,Group Cognition: Computer Support for Building Col,Introduction to Part III: Studies of Collaboration Theory,0,Heidegger's Philosophy of Understanding and Being,2006,1975,"artesian tradition was  carried out by Heidegger. In my philosophy publications (Stahl, 1975a, 1975b, 1976),  I note that the root of Heidegger’s tragic politic"
5507,3,19,Group Cognition: Computer Support for Building Col,Building Collaborative Knowing,3,Threading and Response Structure in Chat,2004,2002,"o  Buinarroti. c. 1530. Marble. Galleria  dell’ Accademia, Florence. Photo: G.  Stahl, 2002.  Group Cognition      316  is or is not the “same” and the activity"
5697,3,20,Group Cognition: Computer Support for Building Col,Group Meaning / Individual Interpretation,0,Heidegger's Philosophy of Understanding and Being,2003,1975,"f the  understanding of social phenomena in the tradition of Marx (Nancy, 2000; Stahl,  1975a, 1975b). His later philosophy suffered from not analyzing how mean"
5697,3,20,Group Cognition: Computer Support for Building Col,Group Meaning / Individual Interpretation,0,Heidegger's Philosophy of Understanding and Being,2003,1975,"of the  understanding of social phenomena in the tradition of Marx (Nancy, 2000; Stahl,  1975a, 1975b). His later philosophy suffered from not analyzing how mea"
5786,3,21,Group Cognition: Computer Support for Building Col,"Shared Meaning, Common Ground, Group Cognition",11,Group Cognition in Collaborative Learning,2003,2000,"on the individual as learner (e.g.,  Johnson & Johnson, 1989; for a review see Stahl, 2000). Classical cognitive science in  the next period continued to view"
5786,3,21,Group Cognition: Computer Support for Building Col,"Shared Meaning, Common Ground, Group Cognition",11,Group Cognition in Collaborative Learning,2003,2000,"s on the individual as learner (e.g.,  Johnson & Johnson, 1989; for a review see Stahl, 2000). Classical cognitive science in  the next period continued to view"
6231,3,24,Group Cognition: Computer Support for Building Col,Opening New Worlds for Collaboration,0,Heidegger's Philosophy of Understanding and Being,2003,1975,"standing the social basis of phenomena like language and history  (Nancy, 2000; Stahl, 1975a, 1975b).   Up to this point, Heidegger had successfully and rigorou"
6231,3,24,Group Cognition: Computer Support for Building Col,Opening New Worlds for Collaboration,0,Heidegger's Philosophy of Understanding and Being,2003,1975,"rstanding the social basis of phenomena like language and history  (Nancy, 2000; Stahl, 1975a, 1975b).   Up to this point, Heidegger had successfully and rigoro"
6401,3,25,Group Cognition: Computer Support for Building Col,Thinking at the SmallGroup Unit of Analysis,1,Group Processes and Collaborative Knowledge Building,2004,2000,"erative learning and small-group studies  in the past (Johnson & Johnson, 1989; Stahl, 2000). But this book has tried to take  CSCL seriously as a new paradigm"
6401,3,25,Group Cognition: Computer Support for Building Col,Thinking at the SmallGroup Unit of Analysis,1,Group Processes and Collaborative Knowledge Building,2004,2000,"perative learning and small-group studies  in the past (Johnson & Johnson, 1989; Stahl, 2000). But this book has tried to take  CSCL seriously as a new paradigm"
6528,3,25,Group Cognition: Computer Support for Building Col,Thinking at the SmallGroup Unit of Analysis,11,Group Cognition in Collaborative Learning,2004,2003,"bling around, c. 1930, bronze, Vigeland Park bridge, Oslo, Norway.  Photo by G. Stahl, 2003. It is taken from a gathering of hundreds of stone and metal  artifa"
6545,3,25,Group Cognition: Computer Support for Building Col,Thinking at the SmallGroup Unit of Analysis,12,Group Cognition and Collaborative Knowledge Building,2004,2002,"rt of this chapter is taken from the Introduction to the CSCL ‘02  Proceedings (Stahl, 2002). The remainder was a paper I presented at that conference;  Jeremy"
6545,3,25,Group Cognition: Computer Support for Building Col,Thinking at the SmallGroup Unit of Analysis,12,Group Cognition and Collaborative Knowledge Building,2004,2002,"art of this chapter is taken from the Introduction to the CSCL ‘02  Proceedings (Stahl, 2002). The remainder was a paper I presented at that conference;  Jeremy"
6546,3,25,Group Cognition: Computer Support for Building Col,Thinking at the SmallGroup Unit of Analysis,12,Group Cognition and Collaborative Knowledge Building,2004,2002,"Proceedings (Stahl, 2002). The remainder was a paper I presented at that conference;  Jeremy"
6546,3,25,Group Cognition: Computer Support for Building Col,Thinking at the SmallGroup Unit of Analysis,12,Group Cognition and Collaborative Knowledge Building,2004,2002,"Proceedings (Stahl, 2002). The remainder was a paper I presented at that conference;  Jeremy"
6554,3,25,Group Cognition: Computer Support for Building Col,Thinking at the SmallGroup Unit of Analysis,17,Foundations and Evolution of CSCL,2004,1975,"Heidegger and Marx quotations have been taken from my philosophy dissertation  (Stahl, 1975a), where they are discussed more thoroughly.  Chapter 21. Thinking a"
6554,3,25,Group Cognition: Computer Support for Building Col,Thinking at the SmallGroup Unit of Analysis,17,Foundations and Evolution of CSCL,2004,1975,"Heidegger and Marx quotations have been taken from my philosophy dissertation  (Stahl, 1975a), where they are discussed more thoroughly.  Chapter 21. Thinking"
6952,4,1,Studying Virtual Math Teams,Introduction to Part I: Introducing Group Cognition in Virtu,4,Virtual Math Teams Project and Online Collaboration,2009,2006,"gth in Group Cognition: Computer Support for Building Collaborative  Knowledge (Stahl, 2006b). That book covered the author’s work for the decade  preceding the"
6952,4,1,Studying Virtual Math Teams,Introduction to Part I: Introducing Group Cognition in Virtu,4,Virtual Math Teams Project and Online Collaboration,2009,2006,"ngth in Group Cognition: Computer Support for Building Collaborative  Knowledge (Stahl, 2006b). That book covered the author’s work for the decade  preceding th"
7194,4,5,Studying Virtual Math Teams,Interactional Methods and Social Practices in VMT,7,Group Discourse in Mathematics Problem-Solving,2011,1993,"g in effective dialog (Wegerif, 2006; 2007) and merging  personal perspectives (Stahl, 1993b; 2006b), but we find that students are accustomed  to using chat an"
7194,4,5,Studying Virtual Math Teams,Interactional Methods and Social Practices in VMT,7,Group Discourse in Mathematics Problem-Solving,2011,1993,"ng in effective dialog (Wegerif, 2006; 2007) and merging  personal perspectives (Stahl, 1993b; 2006b), but we find that students are accustomed  to using chat a"
7201,4,5,Studying Virtual Math Teams,Interactional Methods and Social Practices in VMT,11,Group Cognition in Collaborative Learning,2011,2006,"-solving, generalization and insight—as a  group. We call this group cognition (Stahl, 2006b).  Using the kinds of practices analyzed in this chapter, small gro"
7201,4,5,Studying Virtual Math Teams,Interactional Methods and Social Practices in VMT,11,Group Cognition in Collaborative Learning,2011,2006,"m-solving, generalization and insight—as a  group. We call this group cognition (Stahl, 2006b).  Using the kinds of practices analyzed in this chapter, small gr"
7214,4,5,Studying Virtual Math Teams,Interactional Methods and Social Practices in VMT,7,Group Discourse in Mathematics Problem-Solving,2011,2007,"hat is not  often specified in discussions of design-based research (Koschmann, Stahl & Zemel,  2007). In this sense, the usage of our insights into how student"
7214,4,5,Studying Virtual Math Teams,Interactional Methods and Social Practices in VMT,7,Group Discourse in Mathematics Problem-Solving,2011,2007,"that is not  often specified in discussions of design-based research (Koschmann, Stahl & Zemel,  2007). In this sense, the usage of our insights into how studen"
7235,4,5,Studying Virtual Math Teams,Interactional Methods and Social Practices in VMT,19,Collaborative Mathematical Meaning-Making,2011,2006,"tudying Virtual Math Teams     80  Our analysis of Sup’s “failed proposal” (see Stahl, 2006b, ch. 21) helps to specify— by way of counter-example—the conditions"
7235,4,5,Studying Virtual Math Teams,Interactional Methods and Social Practices in VMT,19,Collaborative Mathematical Meaning-Making,2011,2006,"Studying Virtual Math Teams     80  Our analysis of Sup’s “failed proposal” (see Stahl, 2006b, ch. 21) helps to specify— by way of counter-example—the condition"
7238,4,5,Studying Virtual Math Teams,Interactional Methods and Social Practices in VMT,3,Threading and Response Structure in Chat,2011,2006,"ing  previous utterances, the conversational context and anticipated responses (Stahl,  2006b, ch. 12).  So, we provide support for pointing in chat. The VMT en"
